scenario,ev_background_load_mbps,seed,traffic_class,qfi,five_qi,rule_precedence,latency_deadline_ms,pdr_target,tx_packets,rx_packets,lost_packets,tx_bytes,rx_bytes,pdr,mean_delay_ms,delay_p95_ms,deadline_violation_rate,deadline_penalized_mean_ms,throughput_mbps
baseline,35.0,11,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,84,516,698400,97776,0.14,993.978,1483.25,0.905,397.157,0.0129117
baseline,35.0,11,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174930,43820,268625000,214814040,0.79968,1398.17,1483.25,0,1118.09,27.9448
baseline,35.0,11,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2989,2203,786,3240076,2388052,0.737036,1482.17,1483.25,1,1095.05,0.606883
baseline,35.0,11,TOTAL,-1,AGGREGATE,0,0,0,3780,2463,1317,4010674,2552356,0.651587,1465.51,1483.21,0.984921,998.138,0.644647
baseline,35.0,12,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,215,201,14,81270,75978,0.934884,1481.98,1483.25,1,1388.74,0.0284788
baseline,35.0,12,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,83,517,698400,96612,0.138333,988.296,1483.25,0.903333,395.214,0.0128426
baseline,35.0,12,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174888,43862,268625000,214762464,0.799488,1398.16,1483.25,0,1117.81,27.9381
baseline,35.0,12,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2987,2242,745,3237908,2430328,0.750586,1482.16,1483.25,1,1114.98,0.617852
baseline,35.0,12,TOTAL,-1,AGGREGATE,0,0,0,3802,2526,1276,4017578,2602918,0.664387,1465.92,1483.25,0.984745,1016.88,0.659174
baseline,35.0,13,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,214,190,24,80892,71820,0.88785,1482.02,1483.25,1,1321.42,0.0269164
baseline,35.0,13,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,81,519,698400,94284,0.135,976.068,1483.25,0.905,391.269,0.0122881
baseline,35.0,13,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174891,43859,268625000,214766148,0.799502,1398.15,1483.25,0,1117.82,27.9386
baseline,35.0,13,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3013,2245,768,3266092,2433580,0.745105,1482.17,1483.25,1,1106.92,0.618522
baseline,35.0,13,TOTAL,-1,AGGREGATE,0,0,0,3827,2516,1311,4045384,2599684,0.657434,1465.86,1483.25,0.985106,1006.71,0.657727
baseline,35.0,14,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,207,173,34,78246,65394,0.835749,2482.63,2483.75,1,2083.07,0.023319
baseline,35.0,14,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,51,549,698400,59364,0.085,1926.68,2483.25,0.918333,438.268,0.0077876
baseline,35.0,14,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,105934,112816,268625000,130086952,0.48427,2389.35,2483.75,0,1157.09,16.6245
baseline,35.0,14,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3002,1480,1522,3254168,1604320,0.493005,2482.79,2484.25,1,1229.1,0.395444
baseline,35.0,14,TOTAL,-1,AGGREGATE,0,0,0,3809,1704,2105,4030814,1729078,0.447362,2466.13,2484.17,0.987136,1150.93,0.426551
baseline,35.0,15,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,194,179,15,73332,67662,0.92268,1482.1,1483.25,1,1371.37,0.0253302
baseline,35.0,15,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,81,519,698400,94284,0.135,976.203,1483.25,0.903333,391.287,0.0126168
baseline,35.0,15,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174949,43801,268625000,214837372,0.799767,1398.18,1483.25,0,1118.22,27.9479
baseline,35.0,15,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2987,2183,804,3237908,2366372,0.730834,1482.16,1483.25,1,1085.91,0.601373
baseline,35.0,15,TOTAL,-1,AGGREGATE,0,0,0,3781,2443,1338,4009640,2528318,0.646125,1465.38,1483.25,0.98466,990.325,0.63932
baseline,35.0,16,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,205,188,17,77490,71064,0.917073,1482.15,1483.25,1,1363.39,0.0266431
baseline,35.0,16,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,79,521,698400,91956,0.131667,963.169,1483.25,0.905,387.317,0.0120041
baseline,35.0,16,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174939,43811,268625000,214825092,0.799721,1398.16,1483.25,0,1118.14,27.9463
baseline,35.0,16,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3008,2193,815,3260672,2377212,0.729056,1482.17,1483.25,1,1083.29,0.604128
baseline,35.0,16,TOTAL,-1,AGGREGATE,0,0,0,3813,2460,1353,4036562,2540232,0.645161,1465.5,1483.25,0.985051,988.836,0.642775
baseline,35.0,17,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,206,196,10,77868,74088,0.951456,1482.04,1483.25,1,1412.52,0.0277502
baseline,35.0,17,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,80,520,698400,93120,0.133333,970.436,1483.25,0.905,389.392,0.0121762
baseline,35.0,17,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174897,43853,268625000,214773516,0.799529,1398.26,1483.25,0,1117.95,27.9387
baseline,35.0,17,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3003,2235,768,3255252,2422740,0.744256,1482.15,1483.25,1,1105.66,0.615728
baseline,35.0,17,TOTAL,-1,AGGREGATE,0,0,0,3809,2511,1298,4031520,2589948,0.659228,1465.84,1483.25,0.985035,1009.43,0.655654
baseline,35.0,18,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,213,190,23,80514,71820,0.892019,1482.04,1483.25,1,1327.4,0.0267866
baseline,35.0,18,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,86,514,698400,100104,0.143333,1005.31,1483.25,0.903333,401.094,0.013396
baseline,35.0,18,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174887,43863,268625000,214761236,0.799483,1398.15,1483.25,0,1117.8,27.938
baseline,35.0,18,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3016,2244,772,3269344,2432496,0.744032,1482.16,1483.25,1,1105.34,0.618178
baseline,35.0,18,TOTAL,-1,AGGREGATE,0,0,0,3829,2520,1309,4048258,2604420,0.658135,1465.88,1483.25,0.984852,1007.34,0.65836
baseline,35.0,19,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,207,190,17,78246,71820,0.917874,1481.97,1483.25,1,1364.37,0.0269891
baseline,35.0,19,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,84,516,698400,97776,0.14,993.859,1483.25,0.903333,397.14,0.0130407
baseline,35.0,19,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174880,43870,268625000,214752640,0.799451,1398.1,1483.25,0,1117.72,27.9369
baseline,35.0,19,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3002,2254,748,3254168,2443336,0.750833,1482.16,1483.25,1,1115.34,0.621189
baseline,35.0,19,TOTAL,-1,AGGREGATE,0,0,0,3809,2528,1281,4030814,2612932,0.663691,1465.92,1483.25,0.984773,1015.74,0.661219
baseline,35.0,20,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,208,190,18,78624,71820,0.913462,1543.84,1545.25,1,1414.56,0.0267635
baseline,35.0,20,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,130,470,698400,151320,0.216667,1256.69,1544.75,0.901667,507.284,0.0227365
baseline,35.0,20,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,168064,50686,268625000,206382592,0.768293,1464.57,1544.75,0,1125.21,26.8282
baseline,35.0,20,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2999,2094,905,3250916,2269896,0.698233,1544.09,1545.25,1,1081.15,0.575822
baseline,35.0,20,TOTAL,-1,AGGREGATE,0,0,0,3807,2414,1393,4027940,2493036,0.634095,1528.6,1545.22,0.984502,1008.93,0.625322
baseline,35.0,21,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,201,180,21,75978,68040,0.895522,1482.07,1483.25,1,1332.45,0.0254004
baseline,35.0,21,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,84,516,698400,97776,0.14,993.835,1483.25,0.903333,397.137,0.0129544
baseline,35.0,21,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174882,43868,268625000,214755096,0.799461,1398.11,1483.25,0,1117.73,27.9372
baseline,35.0,21,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3018,2255,763,3271512,2444420,0.747184,1482.18,1483.25,1,1109.99,0.621297
baseline,35.0,21,TOTAL,-1,AGGREGATE,0,0,0,3819,2519,1300,4045890,2610236,0.659597,1465.88,1483.25,0.984813,1009.7,0.659652
baseline,35.0,22,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,203,186,17,76734,70308,0.916256,1482.02,1483.25,1,1362.09,0.0262532
baseline,35.0,22,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,85,515,698400,98940,0.141667,999.779,1483.25,0.905,399.135,0.0129796
baseline,35.0,22,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174939,43811,268625000,214825092,0.799721,1398.17,1483.25,0,1118.15,27.9463
baseline,35.0,22,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2978,2188,790,3228152,2371792,0.734721,1482.16,1483.25,1,1091.63,0.603163
baseline,35.0,22,TOTAL,-1,AGGREGATE,0,0,0,3781,2459,1322,4003286,2541040,0.650357,1465.48,1483.25,0.984925,996.26,0.642396
baseline,35.0,23,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,204,184,20,77112,69552,0.901961,1610.08,1611.25,1,1457.13,0.0259728
baseline,35.0,23,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,79,521,698400,91956,0.131667,1171.96,1609.75,0.911667,414.808,0.0121375
baseline,35.0,23,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,161299,57451,268625000,198075172,0.737367,1533.65,1610.75,0,1130.86,25.713
baseline,35.0,23,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3008,2083,925,3260672,2257972,0.692487,1610.14,1611.25,1,1118.07,0.571646
baseline,35.0,23,TOTAL,-1,AGGREGATE,0,0,0,3812,2346,1466,4036184,2419480,0.615425,1595.38,1611.2,0.986097,1025.53,0.609757
baseline,35.0,24,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,204,186,18,77112,70308,0.911765,1482.02,1483.25,1,1355.66,0.0261951
baseline,35.0,24,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,78,522,698400,90792,0.13,956.657,1483.25,0.905,385.365,0.0119105
baseline,35.0,24,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174860,43890,268625000,214728080,0.79936,1398.15,1483.25,0,1117.62,27.9337
baseline,35.0,24,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3031,2285,746,3285604,2476940,0.753877,1482.15,1483.25,1,1119.82,0.629572
baseline,35.0,24,TOTAL,-1,AGGREGATE,0,0,0,3835,2549,1286,4061116,2638040,0.664668,1466.06,1483.25,0.985137,1017.46,0.667678
baseline,35.0,25,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,201,176,25,75978,66528,0.875622,1543.87,1544.75,1,1358.07,0.0248261
baseline,35.0,25,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,124,476,698400,144336,0.206667,1242.49,1543.75,0.901667,494.781,0.0222299
baseline,35.0,25,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,168101,50649,268625000,206428028,0.768462,1464.48,1544.75,0,1125.4,26.8336
baseline,35.0,25,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3001,2067,934,3253084,2240628,0.68877,1544.07,1545.25,1,1066.63,0.568488
baseline,35.0,25,TOTAL,-1,AGGREGATE,0,0,0,3802,2367,1435,4027462,2451492,0.622567,1528.26,1545.13,0.984482,991.789,0.615544
baseline,35.0,26,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,187,172,15,70686,65016,0.919786,1482.05,1483.25,1,1367.18,0.0243016
baseline,35.0,26,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,88,512,698400,102432,0.146667,1016.32,1483.25,0.903333,405.061,0.0136161
baseline,35.0,26,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174879,43871,268625000,214751412,0.799447,1398.15,1483.25,0,1117.74,27.9367
baseline,35.0,26,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2996,2257,739,3247664,2446588,0.753338,1482.19,1483.25,1,1119.05,0.621887
baseline,35.0,26,TOTAL,-1,AGGREGATE,0,0,0,3783,2517,1266,4016750,2614036,0.665345,1465.89,1483.25,0.984668,1018.08,0.659805
baseline,35.0,27,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,199,184,15,75222,69552,0.924623,1482,1482.75,1,1374.06,0.0259891
baseline,35.0,27,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,84,516,698400,97776,0.14,993.943,1483.25,0.905,397.152,0.012785
baseline,35.0,27,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174937,43813,268625000,214822636,0.799712,1398.14,1483.25,0,1118.11,27.946
baseline,35.0,27,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3016,2192,824,3269344,2376128,0.72679,1482.17,1483.25,1,1079.96,0.60392
baseline,35.0,27,TOTAL,-1,AGGREGATE,0,0,0,3815,2460,1355,4042966,2543456,0.644823,1465.49,1483.21,0.985059,987.915,0.642694
baseline,35.0,28,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,209,124,85,79002,46872,0.593301,7128.55,7130.25,1,4249.72,0.0139502
baseline,35.0,28,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,55,545,698400,64020,0.0916667,6161.96,7128.25,0.918333,837.346,0.00792473
baseline,35.0,28,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,38254,180496,268625000,46975912,0.174875,6656.67,7129.75,0,1164.09,5.78169
baseline,35.0,28,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2974,596,2378,3223816,646064,0.200403,7128.86,7130.25,1,1436.64,0.13932
baseline,35.0,28,TOTAL,-1,AGGREGATE,0,0,0,3783,775,3008,4001218,756956,0.204864,7060.19,7130.11,0.987047,1497.01,0.161195
baseline,35.0,29,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,204,192,12,77112,72576,0.941176,1482.08,1483.25,1,1397.84,0.0271584
baseline,35.0,29,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,88,512,698400,102432,0.146667,1016.28,1483.25,0.905,405.055,0.0135262
baseline,35.0,29,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174878,43872,268625000,214750184,0.799442,1398.14,1483.25,0,1117.73,27.9365
baseline,35.0,29,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3001,2252,749,3253084,2441168,0.750417,1482.15,1483.25,1,1114.73,0.620539
baseline,35.0,29,TOTAL,-1,AGGREGATE,0,0,0,3805,2532,1273,4028596,2616176,0.66544,1465.95,1483.25,0.98502,1018,0.661224
baseline,35.0,30,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,192,172,20,72576,65016,0.895833,1819.43,1820.25,1,1635.12,0.0238864
baseline,35.0,30,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,50,550,698400,58200,0.0833333,1214.47,1819.75,0.913333,376.206,0.00760541
baseline,35.0,30,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,143216,75534,268625000,175869248,0.654702,1744.92,1820.75,0,1142.4,22.7539
baseline,35.0,30,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3004,1843,1161,3256336,1997812,0.613515,1819.64,1820.75,1,1120.24,0.502522
baseline,35.0,30,TOTAL,-1,AGGREGATE,0,0,0,3796,2065,1731,4027312,2121028,0.543994,1804.97,1820.68,0.986301,1028.68,0.534014
baseline,35.0,31,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,208,185,23,78624,69930,0.889423,1819.43,1820.25,1,1623.77,0.0256552
baseline,35.0,31,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,63,537,698400,73332,0.105,1339.04,1819.75,0.911667,409.099,0.00977441
baseline,35.0,31,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,143154,75596,268625000,175793112,0.654418,1744.85,1820.75,0,1141.86,22.744
baseline,35.0,31,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3013,1896,1117,3266092,2055264,0.629273,1819.63,1820.75,1,1148.75,0.516827
baseline,35.0,31,TOTAL,-1,AGGREGATE,0,0,0,3821,2144,1677,4043116,2198526,0.56111,1805.5,1820.68,0.986129,1058.47,0.552257
baseline,35.0,32,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,219,195,24,82782,73710,0.890411,1482.05,1483.25,1,1325.11,0.0274524
baseline,35.0,32,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,82,518,698400,95448,0.136667,982.129,1483.25,0.903333,393.224,0.0127729
baseline,35.0,32,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174959,43791,268625000,214849652,0.799813,1398.19,1483.25,0,1118.29,27.9495
baseline,35.0,32,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3012,2165,847,3265008,2346860,0.718792,1482.18,1483.25,1,1068.19,0.596415
baseline,35.0,32,TOTAL,-1,AGGREGATE,0,0,0,3831,2442,1389,4046190,2516018,0.637431,1465.38,1483.25,0.98486,977.168,0.63664
baseline,35.0,33,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,202,171,31,76356,64638,0.846535,1955.21,1956.75,1,1662.83,0.0236395
baseline,35.0,33,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,53,547,698400,61692,0.0883333,1407.86,1954.75,0.911667,397.861,0.00831505
baseline,35.0,33,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,133526,85224,268625000,163969928,0.610405,1878.9,1956.75,0,1146.89,21.1681
baseline,35.0,33,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2983,1742,1241,3233572,1888328,0.583976,1955.38,1956.75,1,1146.06,0.473101
baseline,35.0,33,TOTAL,-1,AGGREGATE,0,0,0,3785,1966,1819,4008328,2014658,0.519419,1940.61,1956.7,0.985997,1055.03,0.505056
baseline,35.0,34,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,208,196,12,78624,74088,0.942308,1482.03,1483.25,1,1399.41,0.0276357
baseline,35.0,34,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,86,514,698400,100104,0.143333,1005.29,1483.25,0.903333,401.091,0.0132629
baseline,35.0,34,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174869,43881,268625000,214739132,0.799401,1398.1,1483.25,0,1117.65,27.9351
baseline,35.0,34,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2986,2262,724,3236824,2452008,0.757535,1482.17,1483.25,1,1125.22,0.623463
baseline,35.0,34,TOTAL,-1,AGGREGATE,0,0,0,3794,2544,1250,4013848,2626200,0.670532,1466.04,1483.25,0.984713,1025.74,0.664362
baseline,35.0,35,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,202,185,17,76356,69930,0.915842,1482.01,1483.25,1,1361.49,0.0261585
baseline,35.0,35,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,80,520,698400,93120,0.133333,969.799,1483.25,0.903333,389.307,0.0124402
baseline,35.0,35,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174877,43873,268625000,214748956,0.799438,1398.16,1483.25,0,1117.74,27.9364
baseline,35.0,35,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3015,2264,751,3268260,2454176,0.750912,1482.18,1483.25,1,1115.48,0.623687
baseline,35.0,35,TOTAL,-1,AGGREGATE,0,0,0,3817,2529,1288,4043016,2617226,0.662562,1465.96,1483.25,0.984805,1014.35,0.662286
baseline,35.0,36,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,201,179,22,75978,67662,0.890547,1481.97,1483.25,1,1325.24,0.0252965
baseline,35.0,36,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,86,514,698400,100104,0.143333,1005.36,1483.25,0.905,401.101,0.0130681
baseline,35.0,36,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174944,43806,268625000,214831232,0.799744,1398.15,1483.25,0,1118.16,27.9471
baseline,35.0,36,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2999,2183,816,3250916,2366372,0.727909,1482.17,1483.25,1,1081.61,0.601345
baseline,35.0,36,TOTAL,-1,AGGREGATE,0,0,0,3800,2448,1352,4025294,2534138,0.644211,1465.4,1483.25,0.985,987.044,0.639709
baseline,35.0,37,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,196,179,17,74088,67662,0.913265,1481.97,1482.75,1,1357.76,0.0252634
baseline,35.0,37,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,88,512,698400,102432,0.146667,1016.11,1483.25,0.903333,405.029,0.0135485
baseline,35.0,37,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174909,43841,268625000,214788252,0.799584,1398.13,1483.25,0,1117.92,27.9415
baseline,35.0,37,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2980,2221,759,3230320,2407564,0.745302,1482.18,1483.25,1,1107.22,0.611958
baseline,35.0,37,TOTAL,-1,AGGREGATE,0,0,0,3776,2488,1288,4002808,2577658,0.658898,1465.68,1483.21,0.98464,1008.64,0.65077
baseline,35.0,38,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,218,206,12,82404,77868,0.944954,1481.98,1483.25,1,1403.15,0.0290456
baseline,35.0,38,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,85,515,698400,98940,0.141667,999.903,1483.25,0.905,399.153,0.0128951
baseline,35.0,38,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174869,43881,268625000,214739132,0.799401,1398.15,1483.25,0,1117.69,27.9351
baseline,35.0,38,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3008,2260,748,3260672,2449840,0.75133,1482.19,1483.25,1,1116.1,0.622714
baseline,35.0,38,TOTAL,-1,AGGREGATE,0,0,0,3826,2551,1275,4041476,2626648,0.666754,1466.1,1483.25,0.985102,1020.02,0.664655
baseline,35.0,39,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,214,202,12,80892,76356,0.943925,1482.03,1483.25,1,1401.73,0.0285355
baseline,35.0,39,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,86,514,698400,100104,0.143333,1005.35,1483.25,0.903333,401.101,0.0133287
baseline,35.0,39,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174911,43839,268625000,214790708,0.799593,1398.14,1483.25,0,1117.94,27.9418
baseline,35.0,39,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,2994,2213,781,3245496,2398892,0.739145,1482.17,1483.25,1,1098.15,0.609754
baseline,35.0,39,TOTAL,-1,AGGREGATE,0,0,0,3808,2501,1307,4024788,2575352,0.656775,1465.76,1483.25,0.984769,1005.38,0.651618
baseline,35.0,40,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,193,175,18,72954,66150,0.906736,1482.06,1483.25,1,1348.5,0.0246621
baseline,35.0,40,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,83,517,698400,96612,0.138333,988.188,1483.25,0.905,395.199,0.0126948
baseline,35.0,40,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174913,43837,268625000,214793164,0.799602,1398.15,1483.25,0,1117.97,27.9421
baseline,35.0,40,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3014,2223,791,3267176,2409732,0.737558,1482.16,1483.25,1,1095.81,0.612772
baseline,35.0,40,TOTAL,-1,AGGREGATE,0,0,0,3807,2481,1326,4038530,2572494,0.651694,1465.63,1483.25,0.985028,998.199,0.650129
baseline,35.0,41,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,200,184,16,75600,69552,0.92,1482,1482.75,1,1367.44,0.0261817
baseline,35.0,41,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,78,522,698400,90792,0.13,956.395,1483.25,0.905,385.331,0.0118912
baseline,35.0,41,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,174883,43867,268625000,214756324,0.799465,1398.13,1483.25,0,1117.75,27.9373
baseline,35.0,41,FAULT_TOTAL,1,DEFAULT_QOS_FLOW,10,10,0.9999,3020,2259,761,3273680,2448756,0.748013,1482.17,1483.25,1,1111.2,0.622597
baseline,35.0,41,TOTAL,-1,AGGREGATE,0,0,0,3820,2521,1299,4047680,2609100,0.659948,1465.89,1483.21,0.985079,1010.6,0.66067
baseline,35.0,42,ALERT_TOTAL,1,DEFAULT_QOS_FLOW,50,50,0.99,201,174,27,75978,65772,0.865672,1543.86,1544.75,1,1343.19,0.0244664
baseline,35.0,42,DIAG_TOTAL,1,DEFAULT_QOS_FLOW,90,300,0.95,600,124,476,698400,144336,0.206667,1242.42,1543.75,0.901667,494.766,0.0225774
baseline,35.0,42,EV_BACKGROUND_TOTAL,1,DEFAULT_QOS_FLOW,255,0,0,218750,168068,50682,268625000,206387504,0.768311,1464.46,1544.75,0,1125.16,26.8284
